id_str,from_user,text,created_at,time,geo_coordinates,user_lang,in_reply_to_user_id_str,in_reply_to_screen_name,from_user_id_str,in_reply_to_status_id_str,source,profile_image_url,user_followers_count,user_friends_count,user_location,status_url,entities_str
1488956568662069258,BerndUltermann,"RT @aen_weh: A2: Erklärvideos sind zentraler Teil der Lebenswelt Jugendlicher (und auch meiner). Das sollte seinen Platz im Unterricht haben, weil sie als Impuls und zur Wissensvermittlung super geeignet und eine Ausdrucksmöglichkeit für Menschen sind.
#relichat",Wed Feb 02 19:24:44 +0000 2022,02/02/2022 19:24:44,,,,,1483884953582645256,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1488951476412108805/Xi3NVXtg_normal.jpg,8,99,"Trier, Deutschland",http://twitter.com/BerndUltermann/statuses/1488956568662069258,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""aen_weh"",""name"":""Niels Winkelmann"",""id"":1295302383665373200,""id_str"":""1295302383665373185"",""indices"":[3,11]}],""urls"":[]}"
1488956395609276416,BerndUltermann,"A2: Es nimmt mir natürlich enorm Arbeit ab, weshalb ich auch zu medialen Mitteln arbeite. Dokumentationen oder Erklärvideos sind da ein Segen. Natürlich darf in solchen Fällen die Pädagogik nicht vernachlässigt werden. Das könnte schwerwiegende Folgen haben! #relichat",Wed Feb 02 19:24:02 +0000 2022,02/02/2022 19:24:02,,,,,1483884953582645256,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1488951476412108805/Xi3NVXtg_normal.jpg,8,99,"Trier, Deutschland",http://twitter.com/BerndUltermann/statuses/1488956395609276416,"{""hashtags"":[{""text"":""relichat"",""indices"":[259,268]}],""symbols"":[],""user_mentions"":[],""urls"":[]}"
1488956108559589381,Jutta_Wa,"@mike_graf Im Prinzip vermutlich ja. hatte mal bei einer GA ein Video statt einer Präsentation, von einer der Gruppen. Toll! Aber vor Weihnachten in der 7 mit Amos war's Chaos. Und frisst riesig Zeit. #relichat",Wed Feb 02 19:22:54 +0000 2022,02/02/2022 19:22:54,,,47297769,mike_graf,1227263868168232960,1488954133730242571,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",http://pbs.twimg.com/profile_images/1421411546694029313/Zi43YLhE_normal.jpg,263,742,,http://twitter.com/Jutta_Wa/statuses/1488956108559589381,"{""hashtags"":[{""text"":""relichat"",""indices"":[201,210]}],""symbols"":[],""user_mentions"":[{""screen_name"":""mike_graf"",""name"":""Ⓜⓘⓒⓗⓐⓔⓛ Ⓖⓡⓐⓕ"",""id"":47297769,""id_str"":""47297769"",""indices"":[0,10]}],""urls"":[]}"
1488956053891043337,Sarah22631535,"#relichat A2: kommt auf die Gruppe und die konkrete Fragestellung an, kann super gelingen, leider auch viel Zeit kosten ohne wirklichen Ertrag... je nach Thema, Motivation und Lerngruppe",Wed Feb 02 19:22:41 +0000 2022,02/02/2022 19:22:41,,,,,1309836627347472384,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1381227435019108352/z2dmoGdN_normal.jpg,37,73,,http://twitter.com/Sarah22631535/statuses/1488956053891043337,"{""hashtags"":[{""text"":""relichat"",""indices"":[0,9]}],""symbols"":[],""user_mentions"":[],""urls"":[]}"
1488955999759314952,weltentochter,"RT @aen_weh: A2: Erklärvideos sind zentraler Teil der Lebenswelt Jugendlicher (und auch meiner). Das sollte seinen Platz im Unterricht haben, weil sie als Impuls und zur Wissensvermittlung super geeignet und eine Ausdrucksmöglichkeit für Menschen sind.
#relichat",Wed Feb 02 19:22:28 +0000 2022,02/02/2022 19:22:28,,,,,46194996,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1480278207211388930/5hNA-Yaj_normal.jpg,1764,459,"Hildesheim, Deutschland",http://twitter.com/weltentochter/statuses/1488955999759314952,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""aen_weh"",""name"":""Niels Winkelmann"",""id"":1295302383665373200,""id_str"":""1295302383665373185"",""indices"":[3,11]}],""urls"":[]}"
1488955965613514756,weltentochter,"RT @LenaOhm: A2: Für ein gutes Erklärvideo muss man sich inhaltlich gut mit einem Thema auseinandergesetzt haben, um es dann einfach zu erklären. Diese Fähigkeit finde ich total wichtig. Und dann kann man in der Umsetzung der Erkenntnisse total kreativ werden. Und es prägt sich ein. #relichat",Wed Feb 02 19:22:20 +0000 2022,02/02/2022 19:22:20,,,,,46194996,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1480278207211388930/5hNA-Yaj_normal.jpg,1764,459,"Hildesheim, Deutschland",http://twitter.com/weltentochter/statuses/1488955965613514756,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""LenaOhm"",""name"":""Lena Ohm"",""id"":1339230187,""id_str"":""1339230187"",""indices"":[3,11]}],""urls"":[]}"
1488955929353764870,aen_weh,"A2: Erklärvideos sind zentraler Teil der Lebenswelt Jugendlicher (und auch meiner). Das sollte seinen Platz im Unterricht haben, weil sie als Impuls und zur Wissensvermittlung super geeignet und eine Ausdrucksmöglichkeit für Menschen sind.
#relichat",Wed Feb 02 19:22:11 +0000 2022,02/02/2022 19:22:11,,,,,1295302383665373185,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",http://pbs.twimg.com/profile_images/1304188007709315077/k6yyWSFG_normal.jpg,684,350,"Niedersachsen, Deutschland",http://twitter.com/aen_weh/statuses/1488955929353764870,"{""hashtags"":[{""text"":""relichat"",""indices"":[240,249]}],""symbols"":[],""user_mentions"":[],""urls"":[]}"
1488955557109194767,WakefieldDavid,"RT @relichat: F2: Was motiviert dich, Erklärvideos einzusetzen? Oder warum zögerst du noch? #relichat",Wed Feb 02 19:20:42 +0000 2022,02/02/2022 19:20:42,,,,,318384233,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",http://pbs.twimg.com/profile_images/1382741174037909505/bAH9l7pQ_normal.jpg,1377,781,"Zürich/Luzern, Schweiz",http://twitter.com/WakefieldDavid/statuses/1488955557109194767,"{""hashtags"":[{""text"":""relichat"",""indices"":[92,101]}],""symbols"":[],""user_mentions"":[{""screen_name"":""relichat"",""name"":""relichat"",""id"":834690994650148900,""id_str"":""834690994650148864"",""indices"":[3,12]}],""urls"":[]}"
1488955420488126466,Jutta_Wa,"A1 #relichat Teil 2: Im Distanzlernen mal ein kurzes Video mit einem Gruß. Wenn ich was erklären wollte, aber eher Sprachaufnahmen. Schnell, unkompliziert und genauso persönlich.",Wed Feb 02 19:20:10 +0000 2022,02/02/2022 19:20:10,,,1227263868168232960,Jutta_Wa,1227263868168232960,1488955102069145600,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1421411546694029313/Zi43YLhE_normal.jpg,263,742,,http://twitter.com/Jutta_Wa/statuses/1488955420488126466,"{""hashtags"":[{""text"":""relichat"",""indices"":[3,12]}],""symbols"":[],""user_mentions"":[],""urls"":[]}"
1488955378381443078,LenaOhm,"A2: Für ein gutes Erklärvideo muss man sich inhaltlich gut mit einem Thema auseinandergesetzt haben, um es dann einfach zu erklären. Diese Fähigkeit finde ich total wichtig. Und dann kann man in der Umsetzung der Erkenntnisse total kreativ werden. Und es prägt sich ein. #relichat",Wed Feb 02 19:20:00 +0000 2022,02/02/2022 19:20:00,,,,,1339230187,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",http://pbs.twimg.com/profile_images/1144862111073484800/cqHgZp7m_normal.jpg,331,197,"Düsseldorf, Deutschland",http://twitter.com/LenaOhm/statuses/1488955378381443078,"{""hashtags"":[{""text"":""relichat"",""indices"":[271,280]}],""symbols"":[],""user_mentions"":[],""urls"":[]}"
1488955378306068495,relichat,"F2: Was motiviert dich, Erklärvideos einzusetzen? Oder warum zögerst du noch? #relichat",Wed Feb 02 19:20:00 +0000 2022,02/02/2022 19:20:00,,,,,834690994650148864,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",http://pbs.twimg.com/profile_images/1178677183637856256/xwLpN3qu_normal.jpg,1199,2,"Deutschland,Österreich,Schweiz",http://twitter.com/relichat/statuses/1488955378306068495,"{""hashtags"":[{""text"":""relichat"",""indices"":[78,87]}],""symbols"":[],""user_mentions"":[],""urls"":[]}"
1488955248593059850,Tobias_Henze,"Wenn nicht innerhalb von 5 Sekunden der nächste #relichat-Tweet kommt, habe ich immer Angst, dass das Internet bei mir hängt. :-D",Wed Feb 02 19:19:29 +0000 2022,02/02/2022 19:19:29,,,,,157944391,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",http://pbs.twimg.com/profile_images/1289584648524312576/zmRHrlnW_normal.jpg,972,1381,"Niedersachsen, Deutschland",http://twitter.com/Tobias_Henze/statuses/1488955248593059850,"{""hashtags"":[{""text"":""relichat"",""indices"":[48,57]}],""symbols"":[],""user_mentions"":[],""urls"":[]}"
1488955166506336260,nordkirche_de,"RT @relichat: Willkommen zum 140. #relichat! Heute geht es um Erklärvideos - zu diesen Thema gibt es passend dann auch morgen einen relilab Talk!
Moderieren werden für euch heute Abend @weltentochter und @LenaOhm https://t.co/r3YybCYfXU",Wed Feb 02 19:19:09 +0000 2022,02/02/2022 19:19:09,,,,,591239923,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1407393729749651456/zkBKAsEg_normal.jpg,6046,2095,Kirche im Land an den Meeren,http://twitter.com/nordkirche_de/statuses/1488955166506336260,"{""hashtags"":[{""text"":""relichat"",""indices"":[34,43]}],""symbols"":[],""user_mentions"":[{""screen_name"":""relichat"",""name"":""relichat"",""id"":834690994650148900,""id_str"":""834690994650148864"",""indices"":[3,12]}],""urls"":[]}"
1488955139847335936,weltentochter,@Jutta_Wa @mike_graf Und hast du schon mal Videos von den SuS erstellen lassen? Oder könntest dir das vorstellen? #relichat,Wed Feb 02 19:19:03 +0000 2022,02/02/2022 19:19:03,,,1227263868168232960,Jutta_Wa,46194996,1488953696021012485,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1480278207211388930/5hNA-Yaj_normal.jpg,1764,459,"Hildesheim, Deutschland",http://twitter.com/weltentochter/statuses/1488955139847335936,"{""hashtags"":[{""text"":""relichat"",""indices"":[114,123]}],""symbols"":[],""user_mentions"":[{""screen_name"":""Jutta_Wa"",""name"":""🔴🔴🔴 Jutta Wagner • NRW • EKiR🔴🔴🔴"",""id"":1227263868168233000,""id_str"":""1227263868168232960"",""indices"":[0,9]},{""screen_name"":""mike_graf"",""name"":""Ⓜⓘⓒⓗⓐⓔⓛ Ⓖⓡⓐⓕ"",""id"":47297769,""id_str"":""47297769"",""indices"":[10,20]}],""urls"":[]}"
1488955102069145600,Jutta_Wa,"A1 #relichat: Hier und da Erklärvideos aus dem Netz (Checkertobi zum Judentum für die 6, Youtube-Erklärungen zu Pflichtenethik/Kant und zu Utilitaismus für die EF ... )",Wed Feb 02 19:18:54 +0000 2022,02/02/2022 19:18:54,,,,,1227263868168232960,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",http://pbs.twimg.com/profile_images/1421411546694029313/Zi43YLhE_normal.jpg,263,742,,http://twitter.com/Jutta_Wa/statuses/1488955102069145600,"{""hashtags"":[{""text"":""relichat"",""indices"":[3,12]}],""symbols"":[],""user_mentions"":[],""urls"":[]}"
1488955010851422214,weltentochter,"#relichat A1: auch habe SuS schon Videos in Legetechnik erstellen lassen, jeweils als Abschluss einer Einheit. Das war für alle Beteiligten super! 
Und dann habe ich letztens Lichtinstallationen mit der App Tagtool gemacht in einem Projekt. Warm keine richtigen Erklärvideos…",Wed Feb 02 19:18:32 +0000 2022,02/02/2022 19:18:32,,,,,46194996,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1480278207211388930/5hNA-Yaj_normal.jpg,1764,459,"Hildesheim, Deutschland",http://twitter.com/weltentochter/statuses/1488955010851422214,"{""hashtags"":[{""text"":""relichat"",""indices"":[0,9]}],""symbols"":[],""user_mentions"":[],""urls"":[]}"
1488954753757425670,MJatbottle,"A1:  Ich nutze Erklärvideos zu Einstiegen, Gruppenarbeiten oder für Flipped Elemente. #relichat",Wed Feb 02 19:17:31 +0000 2022,02/02/2022 19:17:31,,,,,990332613553422338,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1429730998921596930/Qx4xMdo4_normal.jpg,794,919,"Baden-Württemberg, Deutschland",http://twitter.com/MJatbottle/statuses/1488954753757425670,"{""hashtags"":[{""text"":""relichat"",""indices"":[86,95]}],""symbols"":[],""user_mentions"":[],""urls"":[]}"
1488954466288259072,Tobias_Henze,"@weltentochter Hmm, schwierig. Es kommt auf das Erzählvideo und den Anlass an. Wenn für die ganze Gruppe dann eher als Gesprächsanlass, wenn für einzelne SuS eher als Erarbeitung. #relichat",Wed Feb 02 19:16:22 +0000 2022,02/02/2022 19:16:22,,,46194996,weltentochter,157944391,1488954012758163458,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",http://pbs.twimg.com/profile_images/1289584648524312576/zmRHrlnW_normal.jpg,972,1381,"Niedersachsen, Deutschland",http://twitter.com/Tobias_Henze/statuses/1488954466288259072,"{""hashtags"":[{""text"":""relichat"",""indices"":[180,189]}],""symbols"":[],""user_mentions"":[{""screen_name"":""weltentochter"",""name"":""Elena G. | NDS"",""id"":46194996,""id_str"":""46194996"",""indices"":[0,14]}],""urls"":[]}"
1488954459266891780,weltentochter,@BerndUltermann Die Frage ist bewusst erst mal offen formuliert - mit welcher Art Erklärvideos hast du denn Erfahrungen? #relichat,Wed Feb 02 19:16:21 +0000 2022,02/02/2022 19:16:21,,,1483884953582645256,BerndUltermann,46194996,1488953672096792579,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1480278207211388930/5hNA-Yaj_normal.jpg,1764,459,"Hildesheim, Deutschland",http://twitter.com/weltentochter/statuses/1488954459266891780,"{""hashtags"":[{""text"":""relichat"",""indices"":[121,130]}],""symbols"":[],""user_mentions"":[{""screen_name"":""BerndUltermann"",""name"":""Bernd"",""id"":1483884953582645200,""id_str"":""1483884953582645256"",""indices"":[0,15]}],""urls"":[]}"
1488954371387834376,Julelernt_lehrt,"A1: Ich nutze Erklärvideos regelmäßig in der Rezeption zu verschiedenen Themen, die Produktion konnte ich noch nicht so oft ausprobieren. Grundsätzlich ermöglichen sie aber oft einen leichteren Zugang als Texte für viele SuS #relichat",Wed Feb 02 19:16:00 +0000 2022,02/02/2022 19:16:00,,,,,1270116303337132032,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",http://pbs.twimg.com/profile_images/1418900030874918916/Kfto7NLD_normal.jpg,1766,1164,"Celle, Deutschland",http://twitter.com/Julelernt_lehrt/statuses/1488954371387834376,"{""hashtags"":[{""text"":""relichat"",""indices"":[225,234]}],""symbols"":[],""user_mentions"":[],""urls"":[]}"
1488954306493562885,BjoernUkermann,"A1: Also Daniel Jung natürlich, ein heiliger wenn ich den Worten meiner Schüler*innen glauben schenken darf. 
Ich benutzte sie gerne als Ergänzung des Unterrichts für zuhause, in Reli mangelt es aber an Stoff, da muss die Kirche mal nachhelfen.
#relichat",Wed Feb 02 19:15:44 +0000 2022,02/02/2022 19:15:44,,,,,1483889779674693635,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1488964787266588676/kBKaux4M_normal.jpg,3,10,Bayreuth,http://twitter.com/BjoernUkermann/statuses/1488954306493562885,"{""hashtags"":[{""text"":""relichat"",""indices"":[245,254]}],""symbols"":[],""user_mentions"":[],""urls"":[]}"
1488954236427804677,weltentochter,"@aen_weh Ach, guck. Die Seite kannte ich bisher auch noch nicht. Danke für den Tipp! #relichat",Wed Feb 02 19:15:28 +0000 2022,02/02/2022 19:15:28,,,1295302383665373185,aen_weh,46194996,1488953645664198658,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1480278207211388930/5hNA-Yaj_normal.jpg,1764,459,"Hildesheim, Deutschland",http://twitter.com/weltentochter/statuses/1488954236427804677,"{""hashtags"":[{""text"":""relichat"",""indices"":[85,94]}],""symbols"":[],""user_mentions"":[{""screen_name"":""aen_weh"",""name"":""Niels Winkelmann"",""id"":1295302383665373200,""id_str"":""1295302383665373185"",""indices"":[0,8]}],""urls"":[]}"
